"","text"
"1058","lembaga bantuan hukum jakarta lbh jakarta mendesak d ri untuk menghentikan mbahasan ruu cia kerja dan merintah agar serius mencegah nyebarluasan serta nanganan kasus kesehatan warga negara akibat wabah virus covid di indonesia tolakomnibuslaw coronaindonesiactwittercomzmljvji"
"1059","lebih baik lockdown cuma bebera minggu kalau berlarut sami berbulan damk ekonomi akan lebih besar serta corona semakin menyebar dan merintah akan angkat tangga ngak terbayang kalau saja terjadi rang lockdown bebera minggu aja ngak kuat "
"1060","lebih baik kehilangan seorang dari negeri ini dari da teriak lockdown tan solusi terbaik bagi negeri ini sesuai rtimbangan esiden kita  kirkan solusinya dan damk nya bung"
"1061","lebih baik ditutudgn membaiknya keadaan covid  terkendali dari da covid  menjadi lbh rah virus itu bisa bermutan menjadi ribuan jenis ssies baru who sdh mmringatkan indonesia kalau ga salah dasarnya aja merintah dan jenis makhluk glngan elu terlalu sombong"
"1062","lebih baik dari awal lockdown total selama  bulan dari da kebijakan saat ini yang tidak tidak ada kestian malah akan lebih besar damk ekonomi nya jika terjadi berbulan bulan"
"1063","larangan keras mudik harus segera diberlakukan kalau tidak merintah bertanggungjawab atas korban covid yang akan berjatuhan di daerah dirumahsaja"
"1064","langkah oaktif merintah indonesia sjk kemunculan virus covid sama sekali tidak ada mberlakuan bb n baru seminggu ini dan itu n bersifat himbauan jd kalo mau berbicara langkah agresif s a yg cocok di indonesia sdgkn tka china msh berdatangan terus"
"1065","langkah oaktif merintah indonesia sjk kemunculan virus covid sama sekali tidak ada mberlakuan bb n baru seminggu ini dan itu n bersifat himbauan jd kalo mau berbicara langkah agresif s a yg cocok di indonesia sdgkn tka china msh berdatangan terus"
"1066","langkah merintah untuk mengantisisi nyebaran virus corona jenis baru yang dikenal sebagai covid dinilai sudah tet neliti formai lucius karus mengatakan ketusan esiden joko widodo untuk tidak melock down indonesia sudah benar "
"1067","langkah merintah indonesia menambah rumah sakit rujukan untuk sien covid tut diaesiasi namun bagaimana bila rumah sakit tersebut berdekatan bahkan ada di dalam area rmukiman "
"1068","langkah merintah indonesia menambah rumah sakit rujukan untuk sien covid tut diaesiasi rumahsakitkhususcorona"
"1069","lamalama set juga liat dan ngikutin berita covid di indonesia merintah udah ngelakuin yang terbaik menurutku segala kebijakan sudah dibuat ta masyarakatnya ngga bisa disiin"
"1070","la kalo nanti lockdown malah menimbulkan damk yang lebih luas serti ketidakstabilan di bidang ekonomi dan keamanan sehingga makin banyak korban yang tanggung jawab merintah a bak"
"1071","kurasa indonesia alatnya blm memadai utk covid  intinya dri kemarin merintah terlalu gegabah memandang remeh kasus ini hl seluruh dunia siaga "
"1072","kurang nikmat a coba negara ku indonesia dan merintah nya soal wabah covid bantuan keda yg membutuhkan terutama kebutuhan kok tut diaesiasi bahkan esiden langsung ke jalan bagi sembako bandingkan saja dgn di usa "
"1073","kurang lebih sudah sebulan indonesia terkena damk covid dari sikamerintah dari awal yang meremehkan hingga kebijakan yang tak relevan yang di tetaan dan sudah seharusnya evaluasi dan meneraan kebijakan yang tet tan melihat untung rugi lockdowneffect"
"1074","kurang lebih sudah sebulan indonesia terkena damk covid dari sikamerintah dari awal yang meremehkan hingga kebijakan yang tak relevan yang di tetaan dan sudah seharusnya evaluasi dan meneraan kebijakan yang tet tan melihat untung rugi lockdowneffect"
"1075","kurang adil juga membandingkan nanganan covid indonesia sama singara mereka adalah negara kota yang stinya lebih mudah diatur oleh merintah satnya kita mau tak mau mesti desentralisasi ta ada komando dari sat"
"1076","krn terlalu santuy dlm keadaan krisis serti ini org indonesia malah liburan ketemt ramai a ga mikir dgn cara serti itu uya merintah mengurangi nyebaran covid  malah rcuma jangan salahkan merinta klo seandainya wabah makin rah"
"1077","krisis moneter damk corona kuliah jurusan aa ekonomi sebelum ada corona ekonomi indonesia udah ancuur setelah ada corona yaa makin ancur italia ancis dll lockdown ta semua rakyatnya terjamin indonesia"
"1078","komk dukung merintah memutus mata rantai nyebaran virus covid  indonesia sti bisa tundamudikcekalcorona"
"1079","komentar asbun  dsrnya a blg gak manusiawibuktinya wuhan bs stoseading covid  dan banyak negara lain memilih cara inia semua negara itu gak manusiawi jk merintah gak nya dana mensubsidi rakyat lasan bwh yg terkena damk lockdown itu urusan lainngaku aja "
"1080","kok the best sekali indonesia astaga dahal sodari merintah itu udh jelas donk buat menahan nyebaran covid eh yang disuruh libur work from home malah liburan gilak sih"
"1081","kok rtanyaan sih itu jokowi nyuruh tolol malah makin bikin nyakit nyebar gara rintah si jokowi buat wisata dan rat di daerah dahal ada laran dari belanda kalau sien  covid di indonesia bulan januariasli merintah ling rah bunuhan masal rakyat sndiri"
"1082","knsih masyarakat indonesia itu ngeyel bgt kalo dikasih tau ngerti ga sih yg namanya dirumah aj  anda tuh disuruh stay dirumah ama merintah bukan dikasih liburcuti knharus dirumah knga boleh keluar karena covid sedang menyerang indonesia"
"1083","knek o wong indonesia gak iso manut kro merintah dikon ng omah yo jek nglayaae tolong lah tinggalen disek egoismu musuhi merintah demi adewe cek gk knek virus gblk coronavirusuates covid coronaindonesia"
"1084","kna dibandara merintah tidak berani tegas mengumumkan untuk sementara waktu indonesia tidak menerima turis asing sami aman covid  kalau dr dlu dicegah kondisinya kaga bakalan serti saat ini kn harus keluar rnyataan srti ini ditemt ibadah kami cc twittercomembtysci"
"1085","kna tertinggi damk dr covid bhkn jumlah kematian tertinggi dibanding daerah lain daerah lain tdk se lockdown dki semua diliburkan ttetatertinggi akah warganya msh kalah maju dgn didaerah"
"1086","kna tertinggi damk dr covid bhkn jumlah kematian tertinggi dibanding daerah lain daerah lain tdk se lockdown dki semua diliburkan ttetatertinggi akah warganya msh kalah maju dgn didaerah"
"1087","klu lockdown tkutnya damk ekonominya terlalu gde keknya merintah keknya ga bsa ngasi makan semua org yg di lockdown nti jdi rusuh d"
"1088","klo minyak dunia udah turun  kita belum melakukan turun harga minyak yaa mungkin kita butuh dana oke maklum ta ternyata dananya gak bisa dirasakan oleh rakyat itu gak bisa maklum monmaa harusnya bisa danai buat lockdownindonesia kan"
"1089","klo minyak dunia udah turun  kita belum melakukan turun harga minyak yaa mungkin kita butuh dana oke maklum ta ternyata dananya gak bisa dirasakan oleh rakyat itu gak bisa maklum monmaa harusnya bisa danai buat lockdownindonesia kan"
"1090","klo lockdown dari kemaren mungkin ga berkenjangan ngaruh ekonomi nya klo nanti ujung nya lockdown jg a engga makin rah damk nya ngeliat dollar udah mengerikan"
"1091","klo lockdown dari kemaren mungkin ga berkenjangan ngaruh ekonomi nya klo nanti ujung nya lockdown jg a engga makin rah damk nya ngeliat dollar udah mengerikan"
"1092","klo jenazah covid diterlantarkan s di equador akan lebih rah lho masyarakat mestinya sadar merintah sdh menangani jenazah covid sesuai standar otocol yg berlaku ayorasionalmenghadandemikcovid twittercomiggajrud"
"1093","klo jenazah covid diterlantarkan s di equador akan lebih rah lho masyarakat mestinya sadar merintah sdh menangani jenazah covid sesuai standar otocol yg berlaku ayorasionalmenghadandemikcovid "
"1094","klo jenazah covid diterlantarkan s di equador akan lebih rah lho masyarakat mestinya sadar merintah sdh menangani jenazah covid sesuai standar otocol yg berlaku ayorasionalmenghadandemikcovid twittercomiggajrud"
"1095","klo jenazah covid diterlantarkan s di equador akan lebih rah lho masyarakat mestinya sadar merintah sdh menangani jenazah covid sesuai standar otocol yg berlaku ayorasionalmenghadandemikcovid "
"1096","klo jenazah covid diterlantarkan s di equador akan lebih rah lho masyarakat mestinya sadar merintah sdh menangani jenazah covid sesuai standar otocol yg berlaku ayorasionalmenghadandemikcovid twittercomwooutnrz"
"1097","klo chaos mrk g ksh jawaban mrk lar kan bangke bencana diatas bencana k berakhirnya rsoalan mending kamnyekan san yg sudah betul merintah serukan stay at home jaga jarak cuci tgn dll lockdown bukan hanya rkara ekonomi tada damk sosial jg di sana"
"1098","klo bisa mnangani covid  seluruh indonesia serahka ke anies baswedan aja mngingat merintah sat sdh guguctwittercomzhzqnhcyk"
"1099","klau lockdown bgaiamana ndatann buat org yg tak mam algi gaji harian merintah gk asal melockdown sti jga memikirkan damk rakyatnyaa klau msal d lockdown tros merintah membagi sumbangan k rakyat ya g"
"1100","kita tahu damk dari ndemi covid ini sangat memukul indonesia baik ekonomi sosial maun mbangunanmerintah berusaha ekstra keras dalam menangani ndemi ini dalam hal ini merintah sami mengeluarkan  t di bebera sektor twittercomvahilaillw"
"1101","kita semua stress ya lockdown d rumah kurang lebih hamr  hari juga bikin kita gila harus d kirin juga damk ikologis buat kita yg stay at home terus kalau ada bahasan tentang ini bisa d share ya gaes krn gue udh merasa muak d rumah"
"1102","kita semua stress ya lockdown d rumah kurang lebih hamr  hari juga bikin kita gila harus d kirin juga damk ikologis buat kita yg stay at home terus kalau ada bahasan tentang ini bisa d share ya gaes krn gue udh merasa muak d rumah"
"1103","kita sebagai warga negara indonesia harus membantu merintah utk tetakondusif dan taat keda informasi yg sudah di kasih dan mohon mengerti lah ini covid bukan main main atau becandaan wahai kalian ra netizen maju terus k god bless indonesia "
"1104","kita sebagai masyarakat indonesia bingung  mau melawan covid  atau melawan kebijkan merintah yang ingin membebaskan na koruor atas dasar memutuskan nyebaran covid   kena sih setiaada bencana selalu dikaitkan dengan litik  tolaknakoruorbebas corona"
"1105","kita sangat yakin bangsa indonesia bisa melewati tantangan berat melawan covid jika seluruh warga tuh terhadakebijakan yang diteraan merintah serti sosial distancing dan ysical distanncing stay at home mari kita terus bersama sama menangani ndemi ini ctwittercomtekzftu"
"1106","kita ratusan anggota ks meninggal dalam bertugas mulia dan juga tidak sedikit la dr tugas medis gugur dalam bertugas ta sertinya bagi merintah biasaâ saja malah ada yang mengatakan  covid tidak tahan di indonesia  virus korona tidak akan masuk indonesia ctwittercomvlluxqv"
"1107","kita rakyat harus ikuti aturan yg sudah di tetaan merintah sat dan daerah bila kalian tdk melakuan itu dan vcovid makin meluas maka lockdown diberlakuan dg sowho bulan sd  bulan jangan sami indonesia atau dki lockdown gara kebodohan kalian inasoscoronactwittercomookgvtsfv"
"1108","kita harus bisa melihat damk dari lockdown kalo seindonesia di lockdown a kabar kantong lockdown hanya untuk bebera wilayah yg memang sudah memasuki zona merah mangkan nya ikutin kata kata merintah lockdown indonesiamelawancovid karantinawilayah"
"1109","kita bisa lihat ini semua akibat merintah sat kurang tanggadalam menangga virus covid dahal who sudah warning indonesia ta tanggan jabat malah nyeleneh sok santuy alagi si terawan cuma cengengesan sama sekali tidak komten "
"1110","kita belum di fase benerbener kritis sam harus lockdown karena damk dari lockdown ini besar banget buat rekonomian nasional emang kalian mau krisis moneter gak kan ta aku berharamerintah bisa ngasih subsidi buat tes corona sih itu lebih dibutuhin sekarang"
"1111","kirain landai beneran ternyata mau nyindir merintah berdasarkan data dri web indonesia keliatan blm bisa menangani nyebaran covid tidak serti grafik tingkok dan korsel yg sudah bisa menangani covid "
"1112","kirain landai beneran ternyata mau nyindir merintah berdasarkan data dri web indonesia keliatan blm bisa menangani nyebaran covid tidak serti grafik tingkok dan korsel yg sudah bisa menangani covid "
"1113","ketika wuhan dn negara asia fokus nyegah nyebaran covid merintah indonesia jadikan covid as a jokes dn sibuk nyuksesin omnibulaw senan modal dn trus ngomongin investasi lockdownataumusnah ntiltomorrow"
"1114","ketika merintah jokowi lambat mengatasi ndemi covid  di indonesia disini ada yg sll setia memikirkan  ling trden brgerak ke seluruh indonesia rang melawan corona membantu  duli thd masyarakatsmangat  sehat sll mas ahy k sby indonesia butuh kalian"
"1115","ketidaktegasan merintah jadinya begini angka kematian  membuktikan kalau indonesia sama sekali belum siauntuk menangani covid dahal udh bera bulan dari kejadian cina kena virus ta gak disian daridulu malah nyian untuk hal yg gak nting"
"1116","ketidaktegasan merintah dalam memutuskan larangan mudik dinilai hny akan menambah kerjaan banyak hak  memecah konsentrasi untuk nanganan virus covid  cc  mudik tak dilarang nanganan corona bisa amburadul "
"1117","ketidakseriuan ketidaksian ketidaktegasan merintah dalam memutus rantai nyebaran covid adalah mbunuhan terhadamanusia indonesia"
"1118","ketemu lg kalau anda kir secara logika dgn mulai mewabahnya covid awal januari dan banyak orang asing maun orang kita yg kembali ke indonesia di rentang januari  februari bisakah kita tahu sti angka kematian yg terjadi kira sudah benar blm hitungan merintah sat"
"1119","kesadaran warga msh rendah akan ntingnya lockdown nggak salahkan mereka itu krn minimnya informasi yg mereka roleh sebelumnya krn merintah jg tak antisisi warga coba cari informasi dg cara mereka sendiri bs benar bs salah blm lg damk lockdown thd ekonomi rakyat"
"1120","keren ya masyarakat indonesia merintah lagi sing mikirin covid mungkin juga ada yang belum tidur atau harus korbanin keluarganya karna mau menyelesaikan masalah malah dibilang tidak berran semangat k serta ra mentri covidindonesia"
"1121","keda semua rakyat indonesia sentiasa tuh dengan arahan yg diberikan merintah jaga kesihatan diri keluarga tertangga kalian bisa juga basmi covid"
"1122","kengerian yg dibuat sama covid ini efeknya ke sien dbd sam skrg kasusnya sudah mendekati  kasus dan korban meninggal sudah an jiwa di seluruh indonesia merintah ga bisa turun tangan dan media ga bisa melit karna bukan isu yg lagi hangat kacau"
"1123","kena indonesia selalu tak rnah belajar dari negara lain sejak awal kita minta merintah beli alat test covid dari korea selatan dan turki ta merintah slalu anggachina hebat kita bukan anti china ta kita ingin negeri ini bisa maju tan rlu jadi jongos china "
"1124","kena ya masalah covid ini serti gak dianggaserius sama merintah indonesia gw udah wfh ta gw sedih lihat ibu gw masih kerja ke kantor kena cuma dihimbau kena bukan ngasih rintah"
"1125","kena sihhh da asal jeak aja minta lockdown woy cek ruah ituuuu ga nangis a lo da belom lockdown aja udah  rebu kalo lo da social distancenya tertib insyaallah aman kok bayangin abis ini damk ke ekonomi negara gimana nangis gue kalo jadi jokowi"
"1126","kena sih lockdown harus nunggu merintah bukankah kita nya otak dike untuk mikir  kesehatan dana keselamatan nomor utama trus kalo merintah nyuruh situ bunuh diri ikut juga gak masalah uang kita juga kena damk ini virus bukan kaya kentut ini bener bisa mati"
"1127","kena sih emosi gitu jangan lebay merintah khan rlu memikirkan mekanisme lockdown itu sendiri suya jangan ada damk sosialnya ingat damk sosial dari lockdown lebih rah darida damk virus itu sendiri situ jangan merasa yang ling duli sendiri"
"1128","kena merintah tidak cet tanggadan menyelekan nyebaran virus covid ini di indonesia tidak menutuakses di rjalanan luar negeri dan meriksaan yang tidak intensif lamban lalai dan menyelekan hal yang ling ditakutkan jika virus ini tersebar"
"1129","kena da sotoy bgt sama lockdown indonesia damk ke masyarakatnya jg akan besar dahal"
"1130","kena lembaga negara lain berani menilai merintahan jokowi yg lamban dan tidak siamenangani wabah merintah indonesia tidak siadan kurang transran dalam mengendalikan covid yang mulai merebak sejak awal maret "
"1131","kena jadi oon semuarad test rlu hasil yg stilockdown sdh sti menurunkan damk bertambah nya odatau kalo ga mam lbh baik mundur"
"1132","kena indonesia tidak lockdown sti mimn negri ini sudah berkir secara matang akan segala ask dan lihat damk negara tetangga yg meneraan lockdownsudah bisa kebayang hancurnya kalo lockdown"
"1133","kena harus darurat sil sih a karena merintah bisa mereesi melarang untuk keluar rumah dengan tan memenuhi kebutuhan sil  atau juga esiden sudah memrkirakan mberontakan karena jatuhnya ekonomi indonesia kola dan covid yang terus meluas"
"1134","kena hamr semua negara menomorsatukan nanganan covid hanya indonesia yg menomorsatukan ekonomi a negera lain sdh ga nya org ntar atau merintah indonesia saja yg mam mengatasi covid dg ndekatan ekonomi atau karena indonesia diisi ra togog"
"1135","kementerian kesehatan ri memediksi korban jiwa akibat virus corona atau covid ada kemungkinan besar akan bertambah banyak jika masyarakat indonesia tetaegois dan tidak tuh da anjuran merintah untuk tidak melakukan kegiatan an di luar rumah dan tetadi dalam ruma"
"1136","kematian buat seseorg saat ini seolah hny krn covid hmm ente berharalockdown dan memandang dari satu sisi ente juga menuding merintah memberi data bohong tentang covid di indonesia dlm negara ada intelijen yg menimbang sgala issue global yg mungkin terjadi"
"1137","kemarin da becanda soal covid skarang nyalahin merintah memang sejatinya indonesia hanya nunggu binasa"
"1138","kemarin kalian rotes ke esiden agar lockdown sekarang ada damk dari lockdown kalian juga nyalahin orang mau nya asih semua juga ada resikonya ya terima"
"1139","kemarin dari salah satu rumah sakit anjuran merintah untuk nanganan covid gw sama nenek tidak diioritaskan buat ngecek krn ga ada historis travel dari negara yang udah kena virus lah sekarang bedanya negara itu sama indonesia a kontoll kan virusnya dah masuk sini tai"
"1140","kemaren istilah social distancing diubah jd ysical distancing sekarang tak mau dikatakan lockdown tkarantina wilayah sebera amh sih of membedakan istikah tsb utk mengurangi damk corona"
"1141","kelakuan merintah sat baik esiden menteri termasuk buzzersenjang medio januariawal maret  yg meremehkan covid akan terus diingat rakyat indonesia silakan diam dan ambil kebijakan herd immunity klo mau yg tensial mengorbankan tenaga medis lbh dulu"
"1142","kekeruhan itu berawal dari kengototan merintah membolehkan tka masuk ke indonesia di tengah situasi covid  dahal disadari bahwa itu memrbesar resiko nyebaran covid "
"1143","kejadian nolakan makaman jenazah covid adalah cerminan kebanyakan masyarakat indonesia bagaimana edukasi yang di galakkan merintahtokoh masyarakat dan tokoh agama gagal menyentuh hati dan kiran warga a yang hilang dari indonesia"
"1144","kegiatan bagus serti ini bertensi menjadi rbacotan belaka jika menengok a yang telah dimerkan merintah dalam menghada covid meremehkan sains dan ndat ahli menutuinformasi blik inan becanda sesuatu yg serius so much for masa den indonesia "
"1145","kecetan sebaran informasi kebijakan merintah anjuran larangan tentang covidã di indonesia sangat membantu alagi covid  sangat cet sebarannyanamun sebaran hoax tentang covid  juga tak kalah cet menyebar dan sangat mengkhawatirkan stooaxcoronactwittercombjcsemkrp"
"1146","kebijakan yg dilakukan merintah sami saat ini sangatlah sitif mulai dari menangani wabah covid dan disisi lain selalu berusaha membangun kembali ekonomi dengan adanya omnibus law yg diyakini dat meningkatkan rekonomian indonesia"
"1147","kebijakan social distancing ta hasil yg diharaan miridgn lock down ini cara bijak agar tujuan memutus nyebaran virus dgn minim damk"
"1148","kebijakan setengah tuk ncegahan nyebarannya klw mw lock down kerjakan sungguhsebab baru lock down yg terbukti bisa mngurangi damk covidtni lock down gangawasan ke rakyat ga a nunggu wabah ni makin menggila"
"1149","kebijakan merintah terkait mudik menjelang lebaran dinilai blm tegas sehingga membingungkan masyarakat klw terjadi lonjakan kasus sitif covid di rdesaan akan sangat sulit tertangani  lawancovidctwittercomzuxrqxym"
"1150","kebijakan merintah sat dalam nanggulangan covid melalui bb sangat tet dan berdamk sitif bagi rekonomian indonesia ruah rkasa libas dolar as hingga mata uang asia  ero "
"1151","kebijakan merintah mengeluarkan ra na karna menyangkut soal kemanusiaan karena wabah covid mungkin bisa di terima ta sia indonesia menangani  kasus sekaligus melawan covid dan melawan ra na yg tidak jera melakukan kejahatan udh susah ditambah susah"
"1152","kebijakan merintah mengeluarkan ra na karna menyangkut soal kemanusiaan karena wabah covid mungkin bisa di terima ta sia indonesia menangani  kasus sekaligus melawan covid dan melawan ra na yg tidak jera melakukan kejahatan udh susah ditambah susah "
"1153","kebijakan mbatasan sosial berskala besar bb menjadi lihan ling rasional di tengah ndemi covid yang melanda indonesia ada dua rtimbangan utama dalam meneraan bb yang dituangkan dalam raturan merintah reblik indonesia nomor  tahun "
"1154","kebijakan mbatasan sosial berskala besar bb menjadi lihan ling rasional di tengah ndemi covid yang melanda indonesia ada dua rtimbangan utama dalam meneraan bb yang dituangkan dalam raturan merintah reblik indonesia nomor  tahun "
"1155","kebiadaban merintah indonesia tiada akhir dalam situasi ndemi dan org lain sdg sibuk rang melawan covid indonesia malah dtg orasi militer di a memang iblis yg tdk nya hati"
"1156","kebiadaban merintah indonesia tiada akhir dalam situasi ndemi dan org lain sdg sibuk rang melawan covid indonesia malah dtg orasi militer di a memang iblis yg tdk nya hati"
"1157","keadaan internasional sedang kacau tindakan merintah indonesia sami saat ini tidak terlalu tegas dalam mencegah ndemi covid sudah saatnya merintah memberikan bantuan beru hand sanitizer dan masker gratis keda nduduk sil terutama kelas bawah"
"1158","kdg bingung juga sama warga indonesia yg nyalahin merintah terus dimana berkir maju ini kok mundur fokus terus ke masalah kena gak mau kerjasama lawan ni covid rbanyak berdoa kurangin nyalahin dan menghakimi ikutin sokesehatan yg benar tan merintahn bisa"
"1159","kayaknya memang indonesia masih kurang siangaden covid ini deh baik dari merintah dan kesadaran warga angka kematian banding yg sitif ini masuknya banyak singara bahkan  kematian korsel n meskin yg sitif di angka ribuan tkematiannya di angka luhan "
"1160","kayaknya kita yang tinggal di indonesia mati bukan karena covid  ta karena sikamerintah"
"1161","kayaknya itu yg lagi dirasakan esiden ri yg mulai diserang sana sini dan who sumh membayangkan damk lockdown aja aku udah mumet masa ya ri harus cari utangan lagi sih bakalan ribot lagi ini belum lagi sekarang jalur distribusi barang exrtimrt macet lockdown"
"1162","katanya lockdown mana yang teriak yang enteng ta aman ikuti majelis ulama indonesia mui dan merintah kota mkot tegal jawa tengah tlh mengimbau ngurus masjid untuk sementara tak menggelar shalat jumat saat ndemi virus corona covid "
"1163","katanya lockdown gaada duit takut damk ekonomi ini ada anggaran buat seremoni ioritas nggak dike buat ngasih testing kit buat sistem testing drive through buat sat informasi tracking lokasi nasional"
"1164","kata ra ekonom kerugian akibat lockdown  kan lbh murah ketimbang damk kalau wabah meluas krn tidak lockdown saatnya dengar ra ahli bukan mbisik yg gak komten lockdownnasionalserentak lockdownindonesia karantinawilayah"
"1165","kasus covid di indonesia tuh sama sekali bukan masalah sele ta sama merintah ditutututu alasannya suya tidak menimbulkan kenikan"
"1166","kasus covid di indonesia sudah  dan bagaimana menkes bak terawan bisa membiarkan sami segini  a kurang dana kah  u atau kurang mam  oiya kan merintah on donasi udah tau rakyat indonesia banyak ngangguran malah on donasi ctwittercomaeix"
"1167","kasian mbok tulung masyarakat indonesia jangan berkeliaran demi mereka mereka yang berjuang demi kesembuhan sien covid ayo sama sama tertib aturan merintah untuk di rumah aja"
"1168","kasian merintah memilih meliburkan sekolahskerja swasta ta di bebera daerah memanfaatkanya dengn bergian tau gak a yg dikorbanin merintah rekonomian indonesia cuy rcuma kalau kaya gini edukasi mengenai covid  di bebera daerah sangatlah minim "
"1169","karena terlambat antisisi hamr disembunyikan dr blik sdh rah baru deh ketahuan hingga hari ini merintah indonesia mengumumkan sudah ada  kasus sitif virus corona covid dari jumlah tersebut  meninggal dan  sembuh"
"1170","karena terlambat antisisi hamr disembunyikan dr blik sdh rah baru deh ketahuan hingga hari ini merintah indonesia mengumumkan sudah ada  kasus sitif virus corona covid dari jumlah tersebut  meninggal dan  sembuh"
"1171","karena rhitungan merintah yg lambat kalo emang dulu merintah udah bersiaga kyak negara lain sekalin covid datang indonesia garlu lockdown sam da akhirnya who memringati indonesia dan ga lama kemudian virus datang menkes masih babibu masalahnya di situ"
"1172","karena kasus keterlambatan merintah dalam menangani covid jadilah hamr semua daerah di indonesia terr lockdown di bebera daerah itu ga mudah btw semua kudu dirtimbangkan termasuk dana balik lagi dana nya yg hilang faktanya ra elite lebih diioritaskan"
"1173","karakter orang indo yang masih kurang sadar terhadakesehatan dan damk corona merintah harus tegas lockdown dirlukan ini udah mau masuk bulan asa mending lockdown sekalian ramadhanlockdown ramadhanlockdown jokowi coronaindonesia covid"
"1174","kan tuntasnya covid di indonesia klo orang china bebas berdatangan dari negara komunis china nghasil virus corona covid minggu kemaren  orang wna china sekarang  orang wna china lg merintah tdk tegas jd wajar klo korban virus coronacovid trs bertambah kan tuntasnya covid di indonesia klo orang china bebas berdatangan dari negara komunis china nghasil virus corona covid minggu kemaren  orang wna china sekarang  orang wna china lg merintah tdk tegas jd wajar klo korban virus coronacovid trs bertambah "
"1175","kan indonesia bisa bebas dari covid klo rakyatnya masi mementingkan ego diatas segalanya kalaun merintah ada salah setidaknya diingatkan dengan cara yg baik bukannya menghina dan malah memecah belah memang bukan mberontak tmecah belah uda tua mikir a tolol"
"1176","kan udah gw bilang ngurus negara gak kayak ngurus harvest moon bambang lu kir damk ekonomi gak lebih ngeri kalau negara gegabah ambil tindakan america negara kuat gitu aja masih nahan lu berharajokowi ini snamacam thanos gitu buat lockdown semua a"
"1177","kan sudah rnah dibahas di bussines forum waktu itu rizal ramli bilang tahun  nanti ekonomi indo akan anjlok skrg udah terbukti yg disalahkan corona dahal udah dibahas setahun yg lalu damk corona masih sedikit kecuali indo melakukan lockdown"
"1178","kan memang benar a yang dikatakan australia who bahwa indonesia lemah dalam teknologi mendeteksi covid testck nya saja hanya siarb itun dat bantuan kalau sdh nyatakan darurat merintah sudah kolatak nya dana a untuk jaga rakyatnya"
"1179","kan emg itu yg udh dikhawatirkan rakyat dr awal kehadiran covid di indonesia  tioritas merintah malah orang dengan gejala doang"
"1180","kamu n harus ham wina cuitanmu itu cuitan yang tidak rlu dan cenderung menyudutkan merintah yang sedang dan terus bekerja keras menangani ndemi covid di indonesia lebih bijaklah dalam bersikadi media sosial wina cc "
"1181","kami yakin fadli zon tahu bahwa ketusan dibuka dan tdknya jamaah haji tahun ini tergantung merintah arab saudi rtanyaan nya akah ntas saat ini memrtanyakan hal itu sedangkan merintah indonesiajuga dunia sedang fokus menangani covid"
"1182","kami rakyat khususnya rakyat miskin indonesia meminta keda bak bill gate  orangorang kaya dunia tolong berikan bantuan uang dan sembako akibat damk ndemi covid merintah ri saat ini belum memberikan bantuan kami saat ini sgt menderita akibat tak bisa cari uang"
"1183","kami tra dan tri hobi rebahan indonesia siamembantu ogram merintah hari dirumahaja dalam rangka memutuskan rantai nularan covid suya tercia kondisi yang sehat aman tentram dan bahagia salamrebahan"
"1184","kami mengkritik krn merintah a covid sdh salahdi krnkan otak cebong sdh bengkokkata si bnya cebongindonesia bebas corunakrn byk mkn nasi kuningmkn kecebong la dll skrg br tau rasasekali sdh masuk vitus ke negeri inisemua yg ada di kastil ketakutan kena azab"
"1185","kalu sdh di rumah aja merintah stidaknya ham keluhan warga indonesia saat ini harusnya lebih ham  ka tdk usah ribut di jalanan warga taat jak taat hukum tunduk a merintahan  covid "
"1186","kalo udh begini aja aying victim kemaren nantangin lockdown sambil ngatain merintah sat ga berani lockdown karena banyak utang dikasih bb udah treak kenceng banget kyk yg ling sengsara musim korona begini semua kena damk boss bukan ente doank"
"1187","kalo saya ibadi berndat bukan tidak serius tkurang serius karena saat ini masuk dalam se keseriusan yah walaun agak telat semoga dg adanya sbkaratina atau lockdown walau sebatas daerah tertentu merintah dan mda bisa atasi juga masyarakat yg kena damk"
"1188","kalo merintah lakuin lockdown trus ekonomi negara kita anjlok sti merintah salah lagi dgn rtumbuhan ekonomi kita yg hanya  akan sangat sulit bergerak disituasi serti ini rgerakannya akan memnyai damk buruk di sektor lain kasi solusi jgn bacotan doang"
"1189","kalo s d wuhan kita sdh siagaharusnya damk gk sti saat ini saat ini a dokterrawat kurg rs baru di siantrrutama daerah gbsa lock down krn gda logistik riset baru mulai"
"1190","kalo ngeliat negara maju kok iri yaaaa meriksaan covid  aja gamng aksesnya masker disediain rumah sakit cet dan tanggamerintah gerak cet indonesia emg lebih luas daerahnya sih tseenggaknya lah yg daerah centralnya dibuat kek negara maju gt"
"1191","kalo mau suudzon yaaa ada yang memanfaatkan situasi begini jika indonesia lockdown dengan mbahasan dibawah ini juga sudah jelas damk nya a yang disalahin sia esiden merintah terjadi krisis dimanamana dan tujuannya nanti adalah sti thn lalu "
"1192","kalo lockdown damk nya bakalan lebih rah malih nanti di salahin merintah lagi"
"1193","kalo lockdown a indonesia sia enggak dong damk ekonomi terlalu besar skrg aja usd udh rb bahan baku oduksi kebanyakan imr a sudah siaketahanan ngan kita yuk mending social distancing dirumah aja "
"1194","kalo lockdown anda siamenanggung akibatnya  damk nya kalo damk terburuk anda sti menyalahkan merintah egois betul "
